cc_number,crime_date_time,crime_code,description,inside_outside,weapon,post,gender,age,race,location,old_district,new_district,neighborhood,latitude,longitude,premise_type,total_incidents,year,month,hour,date,age_range,time_range,during_or_just_after_school,around_lunch,quarter,quarter_date
17a08184,2017-01-19T17:53:00Z,9,shooting,outside,firearm,513,male,18,black_or_african_american,1100 montpelier st,northern,n/a,better waverly,39.32447594296264,-76.60312508243697,street,1,2017,1,17,2017-01-19,juvenile,evening,TRUE,FALSE,1,2017-03-31
17a07876,2017-01-19T19:37:00Z,9,shooting,inside,firearm,932,male,38,black_or_african_american,1000 sterrett st,southern,n/a,washington village/pigtown,39.280696883798434,-76.6273110645214,dwelling,1,2017,1,19,2017-01-19,35 to 50,evening,FALSE,FALSE,1,2017-03-31
17b04760,2017-02-12T10:54:00Z,9,shooting,outside,firearm,711,male,26,black_or_african_american,1700 frederick av,western,n/a,franklin square,39.287867459656525,-76.64386423469308,street,1,2017,2,10,2017-02-12,26 to 34,morning,TRUE,FALSE,1,2017-03-31
17b02059,2017-02-06T03:06:00Z,9,shooting,outside,firearm,411,male,22,black_or_african_american,2700 the alameda,northeast,n/a,coldstream homestead montebello,39.322147,-76.591575,street,1,2017,2,3,2017-02-06,18 to 25,early morning,FALSE,FALSE,1,2017-03-31
17b02437,2017-02-06T23:38:00Z,9,shooting,outside,firearm,133,male,21,black_or_african_american,2300 callow av,central,n/a,reservoir hill,39.310285,-76.635816,street,1,2017,2,23,2017-02-06,18 to 25,night,FALSE,FALSE,1,2017-03-31
17a03580,2017-01-09T17:22:00Z,9,shooting,outside,firearm,614,male,27,black_or_african_american,3100 spaulding av,northwest,n/a,central park heights,39.348634,-76.67397,street,1,2017,1,17,2017-01-09,26 to 34,evening,TRUE,FALSE,1,2017-03-31
17d12484,2017-04-29T22:14:00Z,9,shooting,outside,firearm,711,male,26,black_or_african_american,0 s carey st,western,n/a,hollins market,39.288622,-76.638079,street,1,2017,4,22,2017-04-29,26 to 34,night,FALSE,FALSE,2,2017-06-30
17b02924,2017-02-08T00:00:00Z,9,shooting,outside,firearm,123,male,21,black_or_african_american,600 laurens st,central,n/a,upton,39.30430222862853,-76.6357003709546,street,1,2017,2,0,2017-02-08,18 to 25,early morning,FALSE,FALSE,1,2017-03-31
17b02924,2017-02-08T00:00:00Z,9,shooting,outside,firearm,123,male,33,black_or_african_american,600 laurens st,central,n/a,upton,39.30430222862853,-76.6357003709546,street,1,2017,2,0,2017-02-08,26 to 34,early morning,FALSE,FALSE,1,2017-03-31
17b03784,2017-02-09T22:10:00Z,9,shooting,outside,firearm,812,male,33,black_or_african_american,2000 denison st,southwest,n/a,mount holly,39.30797,-76.669745,street,1,2017,2,22,2017-02-09,26 to 34,night,FALSE,FALSE,1,2017-03-31
17b03575,2017-02-09T14:17:00Z,9,shooting,outside,firearm,624,male,22,black_or_african_american,2500 denison st,northwest,n/a,hanlon-longwood,39.315637,-76.674586,street,1,2017,2,14,2017-02-09,18 to 25,early afternoon,TRUE,FALSE,1,2017-03-31
17b00890,2017-02-02T22:28:00Z,9,shooting,outside,firearm,913,male,43,black_or_african_american,3700 7th st,southern,n/a,brooklyn,39.234634,-76.60131,street,1,2017,2,22,2017-02-02,35 to 50,night,FALSE,FALSE,1,2017-03-31
17c07546,2017-03-20T00:46:00Z,9,shooting,outside,firearm,721,male,23,black_or_african_american,2400 w franklin st,western,n/a,rosemont homeowners/tenants,39.316685,-76.595333,street,1,2017,3,0,2017-03-20,18 to 25,early morning,FALSE,FALSE,1,2017-03-31
17b04542,2017-02-11T19:22:00Z,9,shooting,outside,firearm,913,male,20,black_or_african_american,800 clintwood ct,southern,n/a,brooklyn,39.228047,-76.598472,public housing,1,2017,2,19,2017-02-11,18 to 25,evening,FALSE,FALSE,1,2017-03-31
17b10762,2017-02-26T12:48:00Z,9,shooting,outside,firearm,714,female,38,black_or_african_american,2000 w saratoga st,western,n/a,penrose/fayette street outreach,39.291989354154886,-76.64895324384999,street,1,2017,2,12,2017-02-26,35 to 50,early afternoon,TRUE,FALSE,1,2017-03-31
17b04525,2017-02-11T18:27:00Z,9,shooting,outside,firearm,442,male,17,black_or_african_american,4700 chatford av,northeast,n/a,parkside,39.323939,-76.556499,street,1,2017,2,18,2017-02-11,juvenile,evening,TRUE,FALSE,1,2017-03-31
17a08766,2017-01-20T01:30:00Z,9,shooting,outside,firearm,634,male,17,black_or_african_american,4000 lewiston av,northwest,n/a,woodmere,39.347328,-76.686892,street,1,2017,1,1,2017-01-20,juvenile,early morning,FALSE,FALSE,1,2017-03-31
17b06102,2017-02-15T00:00:00Z,9,shooting,outside,firearm,723,male,28,black_or_african_american,1800 n smallwood st,western,n/a,coppin heights/ash-co-east,39.309151,-76.6526,street,1,2017,2,0,2017-02-15,26 to 34,early morning,FALSE,FALSE,1,2017-03-31
17b06102,2017-02-15T00:00:00Z,9,shooting,outside,firearm,723,male,20,black_or_african_american,1800 n smallwood st,western,n/a,coppin heights/ash-co-east,39.309151,-76.6526,street,1,2017,2,0,2017-02-15,18 to 25,early morning,FALSE,FALSE,1,2017-03-31
17b09646,2017-02-23T18:11:00Z,9,shooting,outside,firearm,612,male,34,black_or_african_american,3700 reisterstown rd,northwest,n/a,park circle,39.330104,-76.661261,street,1,2017,2,18,2017-02-23,26 to 34,evening,TRUE,FALSE,1,2017-03-31
17b09513,2017-02-23T13:56:00Z,9,shooting,outside,firearm,913,male,18,black_or_african_american,400 e patapsco av,southern,n/a,brooklyn,39.237294,-76.605306,street,1,2017,2,13,2017-02-23,juvenile,early afternoon,TRUE,FALSE,1,2017-03-31
17b03864,2017-02-10T05:27:00Z,9,shooting,outside,firearm,513,male,46,black_or_african_american,400 e 25th st,northern,n/a,harwood,39.318181,-76.609534,street,1,2017,2,5,2017-02-10,35 to 50,morning,FALSE,FALSE,1,2017-03-31
17b09614,2017-02-23T17:17:00Z,9,shooting,outside,firearm,332,male,25,black_or_african_american,1200 n luzerne av,eastern,n/a,berea,39.304856,-76.581328,dwelling,1,2017,2,17,2017-02-23,18 to 25,evening,TRUE,FALSE,1,2017-03-31
17b09614,2017-02-23T17:17:00Z,9,shooting,outside,firearm,332,male,28,black_or_african_american,1200 n luzerne av,eastern,n/a,berea,39.304856,-76.581328,dwelling,1,2017,2,17,2017-02-23,26 to 34,evening,TRUE,FALSE,1,2017-03-31
17b09143,2017-02-22T17:22:00Z,9,shooting,outside,firearm,314,male,36,black_or_african_american,1200 e lafayette av,eastern,n/a,oliver,39.310414,-76.602462,street,1,2017,2,17,2017-02-22,35 to 50,evening,TRUE,FALSE,1,2017-03-31
17b09143,2017-02-22T17:22:00Z,9,shooting,outside,firearm,314,male,34,black_or_african_american,1200 e lafayette av,eastern,n/a,oliver,39.310414,-76.602462,street,1,2017,2,17,2017-02-22,26 to 34,evening,TRUE,FALSE,1,2017-03-31
17b09215,2017-02-22T20:02:00Z,9,shooting,outside,firearm,834,male,50,black_or_african_american,500 brunswick st,southwest,n/a,millhill,39.278432,-76.658812,dwelling,1,2017,2,20,2017-02-22,35 to 50,night,FALSE,FALSE,1,2017-03-31
17c05326,2017-03-13T23:39:00Z,9,shooting,outside,firearm,234,male,31,unknown,6200 shipview wy,southeast,n/a,o'donnell heights,39.276658,-76.541726,street,1,2017,3,23,2017-03-13,26 to 34,night,FALSE,FALSE,1,2017-03-31
17c04920,2017-03-13T00:05:00Z,9,shooting,outside,firearm,713,male,25,black_or_african_american,1300 harlem av,western,n/a,harlem park,39.296777,-76.639379,street,1,2017,3,0,2017-03-13,18 to 25,early morning,FALSE,FALSE,1,2017-03-31
17a04073,2017-01-10T18:15:00Z,9,shooting,outside,firearm,423,male,23,black_or_african_american,2500 hamilton av,northeast,n/a,hamilton hills,39.356254,-76.567112,public area,1,2017,1,18,2017-01-10,18 to 25,evening,TRUE,FALSE,1,2017-03-31
17a04039,2017-01-10T17:15:00Z,9,shooting,outside,firearm,121,male,16,black_or_african_american,900 pennsylvania av,central,n/a,heritage crossing,39.296772,-76.6264,street,1,2017,1,17,2017-01-10,juvenile,evening,TRUE,FALSE,1,2017-03-31
17b07863,2017-02-19T00:00:00Z,9,shooting,outside,firearm,611,male,27,black_or_african_american,3300 reisterstown rd,northwest,n/a,liberty square,39.324398,-76.657068,parking lot,1,2017,2,0,2017-02-19,26 to 34,early morning,FALSE,FALSE,1,2017-03-31
17b07863,2017-02-19T00:00:00Z,9,shooting,outside,firearm,611,male,30,black_or_african_american,3300 reisterstown rd,northwest,n/a,liberty square,39.324398,-76.657068,parking lot,1,2017,2,0,2017-02-19,26 to 34,early morning,FALSE,FALSE,1,2017-03-31
17c04072,2017-03-10T14:44:00Z,9,shooting,outside,firearm,731,male,21,black_or_african_american,2000 bryant av,western,n/a,mondawmin,39.315056,-76.6516,street,1,2017,3,14,2017-03-10,18 to 25,early afternoon,TRUE,FALSE,1,2017-03-31
17a03193,2017-01-08T17:07:00Z,9,shooting,outside,firearm,711,male,37,black_or_african_american,1800 w fayette st,western,n/a,franklin square,39.289588,-76.645354,street,1,2017,1,17,2017-01-08,35 to 50,evening,TRUE,FALSE,1,2017-03-31
17d08423,2017-04-20T16:34:00Z,9,shooting,outside,firearm,831,male,21,black_or_african_american,2400 washington blvd,southwest,n/a,morrell park,39.26839246182458,-76.65062426525104,street,1,2017,4,16,2017-04-20,18 to 25,after school,TRUE,FALSE,2,2017-06-30
17d08423,2017-04-20T16:34:00Z,9,shooting,outside,firearm,831,male,22,black_or_african_american,2400 washington blvd,southwest,n/a,morrell park,39.26839246182458,-76.65062426525104,street,1,2017,4,16,2017-04-20,18 to 25,after school,TRUE,FALSE,2,2017-06-30
17d08066,2017-04-19T20:04:00Z,9,shooting,outside,firearm,822,male,40,black_or_african_american,1100 wicklow rd,southwest,n/a,rognel heights,39.299301,-76.620709,street,1,2017,4,20,2017-04-19,35 to 50,night,FALSE,FALSE,2,2017-06-30
17d08082,2017-04-19T21:00:00Z,9,shooting,outside,firearm,441,male,28,black_or_african_american,5900 radecke av,northeast,n/a,cedonia,39.330706,-76.531744,street,1,2017,4,21,2017-04-19,26 to 34,night,FALSE,FALSE,2,2017-06-30
17d08003,2017-04-19T18:10:00Z,9,shooting,outside,firearm,333,male,21,black_or_african_american,2700 e chase st,eastern,n/a,biddle street,39.303861,-76.579703,street,1,2017,4,18,2017-04-19,18 to 25,evening,TRUE,FALSE,2,2017-06-30
17d06306,2017-04-15T15:00:00Z,9,shooting,outside,firearm,423,male,18,black_or_african_american,2200 fleetwood av,northeast,n/a,hamilton hills,39.36713290628289,-76.57136588229233,street,1,2017,4,15,2017-04-15,juvenile,after school,TRUE,FALSE,2,2017-06-30
17d06352,2017-04-15T19:23:00Z,9,shooting,outside,firearm,722,male,55,black_or_african_american,1800 harlem av,western,n/a,harlem park,39.296496291395265,-76.64579799221957,street,1,2017,4,19,2017-04-15,51 to 74,evening,FALSE,FALSE,2,2017-06-30
17b02924,2017-02-08T00:00:00Z,9,shooting,outside,firearm,123,male,16,black_or_african_american,600 laurens st,central,n/a,upton,39.30430222862853,-76.6357003709546,street,1,2017,2,0,2017-02-08,juvenile,early morning,FALSE,FALSE,1,2017-03-31
17b03278,2017-02-08T20:08:00Z,9,shooting,outside,firearm,614,male,30,black_or_african_american,2700 w cold spring la,northwest,n/a,central park heights,39.345203,-76.572808,street,1,2017,2,20,2017-02-08,26 to 34,night,FALSE,FALSE,1,2017-03-31
17d06352,2017-04-15T19:23:00Z,9,shooting,outside,firearm,722,female,90,black_or_african_american,1800 harlem av,western,n/a,harlem park,39.296496291395265,-76.64579799221957,street,1,2017,4,19,2017-04-15,85 to 100,evening,FALSE,FALSE,2,2017-06-30
17d06005,2017-04-14T22:01:00Z,9,shooting,outside,firearm,133,male,24,black_or_african_american,2000 linden av,central,n/a,reservoir hill,39.31059,-76.632546,street,1,2017,4,22,2017-04-14,18 to 25,night,FALSE,FALSE,2,2017-06-30
17b07570,2017-02-18T22:50:00Z,9,shooting,inside,firearm,941,male,21,black_or_african_american,1100 russell st,southern,n/a,carroll - camden industrial area,39.279776,-76.624003,street,1,2017,2,22,2017-02-18,18 to 25,night,FALSE,FALSE,1,2017-03-31
17b07307,2017-02-18T07:36:00Z,9,shooting,outside,firearm,514,male,42,black_or_african_american,2100 maryland av,northern,n/a,charles north,39.313263,-76.618127,street,1,2017,2,7,2017-02-18,35 to 50,morning,TRUE,FALSE,1,2017-03-31
17b07392,2017-02-18T13:52:00Z,9,shooting,outside,firearm,934,male,31,black_or_african_american,1800 wilhelm st,southern,n/a,carrollton ridge,39.28384186329078,-76.64537020056828,street,1,2017,2,13,2017-02-18,26 to 34,early afternoon,TRUE,FALSE,1,2017-03-31
17b09513,2017-02-23T13:56:00Z,9,shooting,outside,firearm,913,male,17,black_or_african_american,400 e patapsco av,southern,n/a,brooklyn,39.237294,-76.605306,street,1,2017,2,13,2017-02-23,juvenile,early afternoon,TRUE,FALSE,1,2017-03-31
17b09614,2017-02-23T17:17:00Z,9,shooting,outside,firearm,332,male,21,black_or_african_american,1200 n luzerne av,eastern,n/a,berea,39.304856,-76.581328,dwelling,1,2017,2,17,2017-02-23,18 to 25,evening,TRUE,FALSE,1,2017-03-31
17b09513,2017-02-23T13:56:00Z,9,shooting,outside,firearm,913,female,34,black_or_african_american,400 e patapsco av,southern,n/a,brooklyn,39.237294,-76.605306,street,1,2017,2,13,2017-02-23,26 to 34,early afternoon,TRUE,FALSE,1,2017-03-31
17b09568,2017-02-23T14:47:00Z,9,shooting,outside,firearm,921,male,25,black_or_african_american,2200 annapolis rd,southern,n/a,westport,39.264433,-76.633192,street,1,2017,2,14,2017-02-23,18 to 25,early afternoon,TRUE,FALSE,1,2017-03-31
17d12515,2017-04-29T22:31:00Z,9,shooting,outside,firearm,734,male,26,black_or_african_american,1800 presbury st,western,n/a,sandtown-winchester,39.307923,-76.647701,street,1,2017,4,22,2017-04-29,26 to 34,night,FALSE,FALSE,2,2017-06-30
17d12167,2017-04-29T01:43:00Z,9,shooting,outside,firearm,321,male,28,black_or_african_american,600 n patterson park av,eastern,n/a,care,39.297678,-76.58513,public area,1,2017,4,1,2017-04-29,26 to 34,early morning,FALSE,FALSE,2,2017-06-30
17a00509,2017-01-02T11:34:00Z,9,shooting,outside,firearm,NA,male,27,black_or_african_american,0 cambria st,NA,n/a,NA,0,0,parking lot,1,2017,1,11,2017-01-02,26 to 34,morning,TRUE,FALSE,1,2017-03-31
17c08654,2017-03-22T14:34:00Z,9,shooting,outside,firearm,835,male,27,black_or_african_american,0 benkert av,southwest,n/a,saint josephs,39.286000957567246,-76.67345702218059,street,1,2017,3,14,2017-03-22,26 to 34,early afternoon,TRUE,FALSE,1,2017-03-31
17c08768,2017-03-22T19:13:00Z,9,shooting,outside,firearm,331,male,37,black_or_african_american,1200 n montford av,eastern,n/a,broadway east,39.304711,-76.58542,street,1,2017,3,19,2017-03-22,35 to 50,evening,FALSE,FALSE,1,2017-03-31
17b01013,2017-02-03T08:30:00Z,9,shooting,inside,firearm,722,male,30,black_or_african_american,1800 w franklin st,western,n/a,harlem park,39.293912,-76.646545,dwelling,1,2017,2,8,2017-02-03,26 to 34,morning,TRUE,FALSE,1,2017-03-31
17b01081,2017-02-03T11:15:00Z,9,shooting,inside,firearm,134,male,37,black_or_african_american,0 w north av,central,n/a,charles north,39.311266,-76.615525,common business,1,2017,2,11,2017-02-03,35 to 50,morning,TRUE,FALSE,1,2017-03-31
17b01013,2017-02-03T08:30:00Z,9,shooting,inside,firearm,722,male,25,black_or_african_american,1800 w franklin st,western,n/a,harlem park,39.293912,-76.646545,dwelling,1,2017,2,8,2017-02-03,18 to 25,morning,TRUE,FALSE,1,2017-03-31
17a07635,2017-01-18T16:32:00Z,9,shooting,outside,firearm,934,female,37,black_or_african_american,300 s fulton av,southern,n/a,carrollton ridge,39.284248,-76.645043,street,1,2017,1,16,2017-01-18,35 to 50,after school,TRUE,FALSE,1,2017-03-31
17b10551,2017-02-25T19:57:00Z,9,shooting,outside,firearm,625,male,40,black_or_african_american,3900 belvieu av,northwest,n/a,dolfield,39.33978079833841,-76.6828886624142,street,1,2017,2,19,2017-02-25,35 to 50,evening,FALSE,FALSE,1,2017-03-31
17b07225,2017-02-17T22:35:00Z,9,shooting,outside,firearm,121,male,47,black_or_african_american,600 w lexington st,central,n/a,university of maryland,39.291445,-76.623873,street,1,2017,2,22,2017-02-17,35 to 50,night,FALSE,FALSE,1,2017-03-31
17b07167,2017-02-17T00:00:00Z,9,shooting,outside,firearm,411,male,37,black_or_african_american,1500 montpelier st,northeast,n/a,coldstream homestead montebello,39.321577378683955,-76.59837910634427,dwelling,1,2017,2,0,2017-02-17,35 to 50,early morning,FALSE,FALSE,1,2017-03-31
17a12705,2017-01-29T20:57:00Z,9,shooting,outside,firearm,445,male,26,black_or_african_american,4200 glenmore av,northeast,n/a,cedmont,39.35104,-76.533961,street,1,2017,1,20,2017-01-29,26 to 34,night,FALSE,FALSE,1,2017-03-31
17b02652,2017-02-07T13:25:00Z,9,shooting,outside,firearm,931,male,21,black_or_african_american,0 s stockton st,southern,n/a,hollins market,39.28815757724643,-76.63734009584577,street,1,2017,2,13,2017-02-07,18 to 25,early afternoon,TRUE,FALSE,1,2017-03-31
17a05451,2017-01-13T13:05:00Z,9,shooting,outside,firearm,913,male,17,black_or_african_american,900 stoll st,southern,n/a,brooklyn,39.230708,-76.599808,street,1,2017,1,13,2017-01-13,juvenile,early afternoon,TRUE,FALSE,1,2017-03-31
17a05284,2017-01-13T08:00:00Z,9,shooting,outside,firearm,111,male,37,black_or_african_american,0 holliday st,central,n/a,downtown,39.290582,-76.60769,street,1,2017,1,8,2017-01-13,35 to 50,morning,TRUE,FALSE,1,2017-03-31
17a05265,2017-01-13T01:25:00Z,9,shooting,outside,firearm,324,male,26,black_or_african_american,800 abbott ct,eastern,n/a,oldtown,39.301184,-76.606166,public housing,1,2017,1,1,2017-01-13,26 to 34,early morning,FALSE,FALSE,1,2017-03-31
17a05473,2017-01-13T14:08:00Z,9,shooting,outside,firearm,835,male,30,white,2000 hollins st,southwest,n/a,boyd-booth,39.287128,-76.648679,public area,1,2017,1,14,2017-01-13,26 to 34,early afternoon,TRUE,FALSE,1,2017-03-31
17a11277,2017-01-26T16:43:00Z,9,shooting,outside,firearm,134,male,27,black_or_african_american,0 w trenton st,central,n/a,charles north,39.3103189800922,-76.6165787612838,alley,1,2017,1,16,2017-01-26,26 to 34,after school,TRUE,FALSE,1,2017-03-31
17a01184,2017-01-03T20:44:00Z,9,shooting,outside,firearm,931,male,29,black_or_african_american,0 s arlington av,southern,n/a,hollins market,39.288631967217206,-76.63521882422204,street,1,2017,1,20,2017-01-03,26 to 34,night,FALSE,FALSE,1,2017-03-31
17a00939,2017-01-03T11:33:00Z,9,shooting,outside,firearm,723,male,24,black_or_african_american,1500 n bentalou st,western,n/a,coppin heights/ash-co-east,39.30482105059313,-76.65389137128285,street,1,2017,1,11,2017-01-03,18 to 25,morning,TRUE,FALSE,1,2017-03-31
17a10986,2017-01-25T23:26:00Z,9,shooting,outside,firearm,812,male,27,black_or_african_american,2100 garrison blvd,southwest,n/a,mount holly,39.31098695092669,-76.67504466912207,street,1,2017,1,23,2017-01-25,26 to 34,night,FALSE,FALSE,1,2017-03-31
17a10986,2017-01-25T23:26:00Z,9,shooting,outside,firearm,812,male,24,black_or_african_american,2100 garrison blvd,southwest,n/a,mount holly,39.31098695092669,-76.67504466912207,street,1,2017,1,23,2017-01-25,18 to 25,night,FALSE,FALSE,1,2017-03-31
17a10554,2017-01-25T08:35:00Z,9,shooting,outside,firearm,734,male,48,black_or_african_american,1500 mountmor ct,western,n/a,sandtown-winchester,39.305398,-76.644508,public housing,1,2017,1,8,2017-01-25,35 to 50,morning,TRUE,FALSE,1,2017-03-31
17b01710,2017-02-04T22:52:00Z,9,shooting,outside,firearm,311,male,40,black_or_african_american,400 e north av,eastern,n/a,barclay,39.311454,-76.610864,street,1,2017,2,22,2017-02-04,35 to 50,night,FALSE,FALSE,1,2017-03-31
16k05671,2016-11-13T19:37:00Z,9,shooting,outside,firearm,711,male,40,black_or_african_american,300 n gilmor st,western,n/a,franklin square,39.29218,-76.642665,street,1,2016,11,19,2016-11-13,35 to 50,evening,FALSE,FALSE,4,2016-12-31
16k05541,2016-11-13T14:25:00Z,9,shooting,outside,firearm,833,male,34,black_or_african_american,4200 potter st,southwest,n/a,irvington,39.278466,-76.685028,street,1,2016,11,14,2016-11-13,26 to 34,early afternoon,TRUE,FALSE,4,2016-12-31
17b05332,2017-02-13T18:36:00Z,9,shooting,outside,firearm,724,female,40,black_or_african_american,1100 n woodyear st,western,n/a,sandtown-winchester,39.301361,-76.639472,street,1,2017,2,18,2017-02-13,35 to 50,evening,TRUE,FALSE,1,2017-03-31
17b05371,2017-02-13T20:00:00Z,9,shooting,outside,firearm,331,male,44,black_or_african_american,1800 rutland av,eastern,n/a,broadway east,39.311212,-76.592916,street,1,2017,2,20,2017-02-13,35 to 50,night,FALSE,FALSE,1,2017-03-31
17a05074,2017-01-12T18:30:00Z,9,shooting,outside,firearm,313,male,28,black_or_african_american,1300 ensor st,eastern,n/a,johnston square,39.30505190677744,-76.60371350473662,street,1,2017,1,18,2017-01-12,26 to 34,evening,TRUE,FALSE,1,2017-03-31
17b04833,2017-02-12T14:30:00Z,9,shooting,outside,firearm,613,female,22,white,5100 cordelia ave,northwest,n/a,langston hughes,39.344536,-76.680235,street,1,2017,2,14,2017-02-12,18 to 25,early afternoon,TRUE,FALSE,1,2017-03-31
17a11875,2017-01-27T22:12:00Z,9,shooting,outside,firearm,912,male,18,black_or_african_american,3400 5th st,southern,n/a,brooklyn,39.240536209383635,-76.60203993924827,street,1,2017,1,22,2017-01-27,juvenile,night,FALSE,FALSE,1,2017-03-31
17a11800,2017-01-27T19:33:00Z,9,shooting,outside,firearm,822,male,34,black_or_african_american,800 kevin rd,southwest,n/a,rognel heights,39.29642,-76.687225,street,1,2017,1,19,2017-01-27,26 to 34,evening,FALSE,FALSE,1,2017-03-31
17a11875,2017-01-27T22:12:00Z,9,shooting,outside,firearm,912,male,18,black_or_african_american,3400 5th st,southern,n/a,brooklyn,39.240536209383635,-76.60203993924827,street,1,2017,1,22,2017-01-27,juvenile,night,FALSE,FALSE,1,2017-03-31
16l05372,2016-12-13T12:45:00Z,9,shooting,outside,firearm,324,male,26,black_or_african_american,900 greenmount av,eastern,n/a,penn-fallsway,39.30977,-76.573129,hospital,1,2016,12,12,2016-12-13,26 to 34,early afternoon,TRUE,FALSE,4,2016-12-31
16l05400,2016-12-13T23:52:00Z,9,shooting,outside,firearm,411,male,27,black_or_african_american,2800 harford rd,northeast,n/a,coldstream homestead montebello,39.321426,-76.590639,street,1,2016,12,23,2016-12-13,26 to 34,night,FALSE,FALSE,4,2016-12-31
17a03139,2017-01-08T14:05:00Z,9,shooting,outside,firearm,622,male,18,black_or_african_american,3800 milford av,northwest,n/a,howard park,39.33602615652139,-76.69774213549452,street,1,2017,1,14,2017-01-08,juvenile,early afternoon,TRUE,FALSE,1,2017-03-31
17c06690,2017-03-17T20:34:00Z,9,shooting,outside,firearm,811,male,13,unknown,3100 w north av,southwest,n/a,walbrook,39.309095,-76.669403,street,1,2017,3,20,2017-03-17,juvenile,night,FALSE,FALSE,1,2017-03-31
17c06382,2017-03-17T00:22:00Z,9,shooting,outside,firearm,723,female,33,black_or_african_american,2500 mosher st,western,n/a,bridgeview/greenlawn,39.299552,-76.656656,street,1,2017,3,0,2017-03-17,26 to 34,early morning,FALSE,FALSE,1,2017-03-31
17c06690,2017-03-17T20:34:00Z,9,shooting,outside,firearm,811,male,41,black_or_african_american,3100 w north av,southwest,n/a,walbrook,39.309095,-76.669403,street,1,2017,3,20,2017-03-17,35 to 50,night,FALSE,FALSE,1,2017-03-31
17a03193,2017-01-08T17:07:00Z,9,shooting,outside,firearm,711,male,36,black_or_african_american,1800 w fayette st,western,n/a,franklin square,39.289588,-76.645354,street,1,2017,1,17,2017-01-08,35 to 50,evening,TRUE,FALSE,1,2017-03-31
17a03184,2017-01-08T06:40:00Z,9,shooting,outside,firearm,525,male,53,black_or_african_american,600 dumbarton av,northern,n/a,pen lucy,39.236042,-76.601645,street,1,2017,1,6,2017-01-08,51 to 74,morning,FALSE,FALSE,1,2017-03-31
17a03026,2017-01-08T00:55:00Z,9,shooting,outside,firearm,832,male,27,black_or_african_american,1000 parksley av,southwest,n/a,wilhelm park,39.273351,-76.663025,street,1,2017,1,0,2017-01-08,26 to 34,early morning,FALSE,FALSE,1,2017-03-31
17a03125,2017-01-08T13:05:00Z,9,shooting,outside,firearm,622,male,31,black_or_african_american,5100 liberty heights av,northwest,n/a,howard park,39.33304,-76.700676,street,1,2017,1,13,2017-01-08,26 to 34,early afternoon,TRUE,FALSE,1,2017-03-31
16j08525,2016-10-20T03:07:00Z,9,shooting,outside,firearm,724,male,51,black_or_african_american,1100 winchester st,western,n/a,sandtown-winchester,39.30256750064987,-76.63641636184046,street,1,2016,10,3,2016-10-20,51 to 74,early morning,FALSE,FALSE,4,2016-12-31
16j08840,2016-10-20T17:41:00Z,9,shooting,outside,firearm,835,male,18,black_or_african_american,1900 frederick av,southwest,n/a,boyd-booth,39.286835,-76.646947,street,1,2016,10,17,2016-10-20,juvenile,evening,TRUE,FALSE,4,2016-12-31
17c05823,2017-03-15T17:40:00Z,9,shooting,outside,firearm,933,male,34,black_or_african_american,1600 hollins st,southern,n/a,union square,39.28743744920311,-76.64240240769456,street,1,2017,3,17,2017-03-15,26 to 34,evening,TRUE,FALSE,1,2017-03-31
17a07219,2017-01-17T18:42:00Z,9,shooting,outside,firearm,331,male,35,black_or_african_american,1300 n patterson park av,eastern,n/a,broadway east,39.306833,-76.585547,street,1,2017,1,18,2017-01-17,35 to 50,evening,TRUE,FALSE,1,2017-03-31
17a08872,2017-01-21T04:26:00Z,9,shooting,outside,firearm,824,male,24,black_or_african_american,500 denison st,southwest,n/a,lower edmondson village,39.293013,-76.673993,street,1,2017,1,4,2017-01-21,18 to 25,morning,FALSE,FALSE,1,2017-03-31
17a07132,2017-01-17T11:25:00Z,9,shooting,outside,firearm,721,male,17,black_or_african_american,2400 arunah av,western,n/a,evergreen lawn,39.295533,-76.657019,street,1,2017,1,11,2017-01-17,juvenile,morning,TRUE,FALSE,1,2017-03-31
16l12304,2016-12-31T17:58:00Z,9,shooting,outside,firearm,835,male,31,black_or_african_american,0 s hilton st,southwest,n/a,saint josephs,39.285588,-76.672373,parking lot,1,2016,12,17,2016-12-31,26 to 34,evening,TRUE,FALSE,4,2016-12-31
16l12159,2016-12-31T08:50:00Z,9,shooting,outside,firearm,613,male,37,black_or_african_american,4600 reisterstown rd,northwest,n/a,lucille park,39.340726,-76.672619,street,1,2016,12,8,2016-12-31,35 to 50,morning,TRUE,FALSE,4,2016-12-31
16k09149,2016-11-21T17:35:00Z,9,shooting,outside,firearm,613,male,33,black_or_african_american,5000 beaufort av,northwest,n/a,central park heights,39.345037,-76.677501,street,1,2016,11,17,2016-11-21,26 to 34,evening,TRUE,FALSE,4,2016-12-31
16k09149,2016-11-21T17:35:00Z,9,shooting,outside,firearm,613,male,34,black_or_african_american,5000 beaufort av,northwest,n/a,central park heights,39.345037,-76.677501,street,1,2016,11,17,2016-11-21,26 to 34,evening,TRUE,FALSE,4,2016-12-31
17a05985,2017-01-14T20:00:00Z,9,shooting,outside,firearm,723,male,45,black_or_african_american,2300 calverton heights av,western,n/a,bridgeview/greenlawn,39.297791,-76.654087,street,1,2017,1,20,2017-01-14,35 to 50,night,FALSE,FALSE,1,2017-03-31
